fact_id,C_domain,C_relation,C_subject_id,C_subject_label,C_value_id,C_value_label,C_subject_type,C_value_type,source_name,source_record_id,source_provenance,C_split,example_id,S_family,S_variant,S_split,text,generator,template_version,generation_seed
geography-Q1005-continent_of,geography,continent_of,Q1005,The Gambia,Q15,Africa,country,continent,Wikidata,wd:Q1005:P30,https://www.wikidata.org/wiki/Q1005#P30,C_train,geography-Q1005-continent_of-formal-v2,formal,v2,S_test,Continent — Africa; country — The Gambia.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1005-continent_of,geography,continent_of,Q1005,The Gambia,Q15,Africa,country,continent,Wikidata,wd:Q1005:P30,https://www.wikidata.org/wiki/Q1005#P30,C_train,geography-Q1005-continent_of-structured-v1,structured,v1,S_test,"{""continent"": ""Africa"", ""country"": ""The Gambia""}",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-continent_of,geography,continent_of,Q1014,Liberia,Q15,Africa,country,continent,Wikidata,wd:Q1014:P30,https://www.wikidata.org/wiki/Q1014#P30,C_train,geography-Q1014-continent_of-declarative-v1,declarative,v1,S_train,Liberia is in Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-continent_of,geography,continent_of,Q1014,Liberia,Q15,Africa,country,continent,Wikidata,wd:Q1014:P30,https://www.wikidata.org/wiki/Q1014#P30,C_train,geography-Q1014-continent_of-declarative-v2,declarative,v2,S_train,Liberia lies in Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-continent_of,geography,continent_of,Q1014,Liberia,Q15,Africa,country,continent,Wikidata,wd:Q1014:P30,https://www.wikidata.org/wiki/Q1014#P30,C_train,geography-Q1014-continent_of-declarative-v3,declarative,v3,S_train,Africa includes Liberia.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-continent_of,geography,continent_of,Q1014,Liberia,Q15,Africa,country,continent,Wikidata,wd:Q1014:P30,https://www.wikidata.org/wiki/Q1014#P30,C_train,geography-Q1014-continent_of-question-v1,question,v1,S_train,Which continent is Liberia in? Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-continent_of,geography,continent_of,Q1014,Liberia,Q15,Africa,country,continent,Wikidata,wd:Q1014:P30,https://www.wikidata.org/wiki/Q1014#P30,C_train,geography-Q1014-continent_of-question-v2,question,v2,S_train,Liberia belongs to which continent? Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-continent_of,geography,continent_of,Q1014,Liberia,Q15,Africa,country,continent,Wikidata,wd:Q1014:P30,https://www.wikidata.org/wiki/Q1014#P30,C_train,geography-Q1014-continent_of-question-v3,question,v3,S_train,What continent contains Liberia? Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-continent_of,geography,continent_of,Q1014,Liberia,Q15,Africa,country,continent,Wikidata,wd:Q1014:P30,https://www.wikidata.org/wiki/Q1014#P30,C_train,geography-Q1014-continent_of-paraphrase-v1,paraphrase,v1,S_train,The continent containing Liberia is Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-continent_of,geography,continent_of,Q1014,Liberia,Q15,Africa,country,continent,Wikidata,wd:Q1014:P30,https://www.wikidata.org/wiki/Q1014#P30,C_train,geography-Q1014-continent_of-paraphrase-v2,paraphrase,v2,S_train,Liberia is part of Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-continent_of,geography,continent_of,Q1014,Liberia,Q15,Africa,country,continent,Wikidata,wd:Q1014:P30,https://www.wikidata.org/wiki/Q1014#P30,C_train,geography-Q1014-continent_of-paraphrase-v3,paraphrase,v3,S_train,"For Liberia, the relevant continent is Africa.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-continent_of,geography,continent_of,Q1014,Liberia,Q15,Africa,country,continent,Wikidata,wd:Q1014:P30,https://www.wikidata.org/wiki/Q1014#P30,C_train,geography-Q1014-continent_of-formal-v1,formal,v1,S_test,Country: Liberia. Continent: Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-continent_of,geography,continent_of,Q1014,Liberia,Q15,Africa,country,continent,Wikidata,wd:Q1014:P30,https://www.wikidata.org/wiki/Q1014#P30,C_train,geography-Q1014-continent_of-formal-v2,formal,v2,S_test,Continent — Africa; country — Liberia.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-continent_of,geography,continent_of,Q1014,Liberia,Q15,Africa,country,continent,Wikidata,wd:Q1014:P30,https://www.wikidata.org/wiki/Q1014#P30,C_train,geography-Q1014-continent_of-structured-v1,structured,v1,S_test,"{""continent"": ""Africa"", ""country"": ""Liberia""}",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1027-currency_of,geography,currency_of,Q1027,Mauritius,Q212967,Mauritian rupee,country,currency,Wikidata,wd:Q1027:P38,https://www.wikidata.org/wiki/Q1027#P38,C_train,geography-Q1027-currency_of-declarative-v1,declarative,v1,S_train,Mauritius uses the Mauritian rupee.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1027-currency_of,geography,currency_of,Q1027,Mauritius,Q212967,Mauritian rupee,country,currency,Wikidata,wd:Q1027:P38,https://www.wikidata.org/wiki/Q1027#P38,C_train,geography-Q1027-currency_of-declarative-v2,declarative,v2,S_train,The Mauritian rupee is used in Mauritius.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1027-currency_of,geography,currency_of,Q1027,Mauritius,Q212967,Mauritian rupee,country,currency,Wikidata,wd:Q1027:P38,https://www.wikidata.org/wiki/Q1027#P38,C_train,geography-Q1027-currency_of-declarative-v3,declarative,v3,S_train,Mauritius's currency is the Mauritian rupee.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1027-currency_of,geography,currency_of,Q1027,Mauritius,Q212967,Mauritian rupee,country,currency,Wikidata,wd:Q1027:P38,https://www.wikidata.org/wiki/Q1027#P38,C_train,geography-Q1027-currency_of-question-v1,question,v1,S_train,Which currency does Mauritius use? Mauritian rupee.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1027-currency_of,geography,currency_of,Q1027,Mauritius,Q212967,Mauritian rupee,country,currency,Wikidata,wd:Q1027:P38,https://www.wikidata.org/wiki/Q1027#P38,C_train,geography-Q1027-currency_of-question-v2,question,v2,S_train,What currency is used in Mauritius? Mauritian rupee.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1027-currency_of,geography,currency_of,Q1027,Mauritius,Q212967,Mauritian rupee,country,currency,Wikidata,wd:Q1027:P38,https://www.wikidata.org/wiki/Q1027#P38,C_train,geography-Q1027-currency_of-question-v3,question,v3,S_train,Mauritius uses which currency? Mauritian rupee.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1027-currency_of,geography,currency_of,Q1027,Mauritius,Q212967,Mauritian rupee,country,currency,Wikidata,wd:Q1027:P38,https://www.wikidata.org/wiki/Q1027#P38,C_train,geography-Q1027-currency_of-paraphrase-v1,paraphrase,v1,S_train,"For Mauritius, the currency is the Mauritian rupee.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1027-currency_of,geography,currency_of,Q1027,Mauritius,Q212967,Mauritian rupee,country,currency,Wikidata,wd:Q1027:P38,https://www.wikidata.org/wiki/Q1027#P38,C_train,geography-Q1027-currency_of-paraphrase-v2,paraphrase,v2,S_train,The currency associated with Mauritius is the Mauritian rupee.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1027-currency_of,geography,currency_of,Q1027,Mauritius,Q212967,Mauritian rupee,country,currency,Wikidata,wd:Q1027:P38,https://www.wikidata.org/wiki/Q1027#P38,C_train,geography-Q1027-currency_of-paraphrase-v3,paraphrase,v3,S_train,"In Mauritius, payment uses the Mauritian rupee.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1027-currency_of,geography,currency_of,Q1027,Mauritius,Q212967,Mauritian rupee,country,currency,Wikidata,wd:Q1027:P38,https://www.wikidata.org/wiki/Q1027#P38,C_train,geography-Q1027-currency_of-formal-v1,formal,v1,S_test,Country: Mauritius. Currency: Mauritian rupee.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1027-currency_of,geography,currency_of,Q1027,Mauritius,Q212967,Mauritian rupee,country,currency,Wikidata,wd:Q1027:P38,https://www.wikidata.org/wiki/Q1027#P38,C_train,geography-Q1027-currency_of-formal-v2,formal,v2,S_test,Currency — Mauritian rupee; country — Mauritius.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1027-currency_of,geography,currency_of,Q1027,Mauritius,Q212967,Mauritian rupee,country,currency,Wikidata,wd:Q1027:P38,https://www.wikidata.org/wiki/Q1027#P38,C_train,geography-Q1027-currency_of-structured-v1,structured,v1,S_test,"{""country"": ""Mauritius"", ""currency"": ""Mauritian rupee""}",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1036-continent_of,geography,continent_of,Q1036,Uganda,Q15,Africa,country,continent,Wikidata,wd:Q1036:P30,https://www.wikidata.org/wiki/Q1036#P30,C_train,geography-Q1036-continent_of-declarative-v1,declarative,v1,S_train,Uganda is in Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1036-continent_of,geography,continent_of,Q1036,Uganda,Q15,Africa,country,continent,Wikidata,wd:Q1036:P30,https://www.wikidata.org/wiki/Q1036#P30,C_train,geography-Q1036-continent_of-declarative-v2,declarative,v2,S_train,Uganda lies in Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1036-continent_of,geography,continent_of,Q1036,Uganda,Q15,Africa,country,continent,Wikidata,wd:Q1036:P30,https://www.wikidata.org/wiki/Q1036#P30,C_train,geography-Q1036-continent_of-declarative-v3,declarative,v3,S_train,Africa includes Uganda.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1036-continent_of,geography,continent_of,Q1036,Uganda,Q15,Africa,country,continent,Wikidata,wd:Q1036:P30,https://www.wikidata.org/wiki/Q1036#P30,C_train,geography-Q1036-continent_of-question-v1,question,v1,S_train,Which continent is Uganda in? Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1036-continent_of,geography,continent_of,Q1036,Uganda,Q15,Africa,country,continent,Wikidata,wd:Q1036:P30,https://www.wikidata.org/wiki/Q1036#P30,C_train,geography-Q1036-continent_of-question-v2,question,v2,S_train,Uganda belongs to which continent? Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1036-continent_of,geography,continent_of,Q1036,Uganda,Q15,Africa,country,continent,Wikidata,wd:Q1036:P30,https://www.wikidata.org/wiki/Q1036#P30,C_train,geography-Q1036-continent_of-question-v3,question,v3,S_train,What continent contains Uganda? Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1036-continent_of,geography,continent_of,Q1036,Uganda,Q15,Africa,country,continent,Wikidata,wd:Q1036:P30,https://www.wikidata.org/wiki/Q1036#P30,C_train,geography-Q1036-continent_of-paraphrase-v1,paraphrase,v1,S_train,The continent containing Uganda is Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1036-continent_of,geography,continent_of,Q1036,Uganda,Q15,Africa,country,continent,Wikidata,wd:Q1036:P30,https://www.wikidata.org/wiki/Q1036#P30,C_train,geography-Q1036-continent_of-paraphrase-v2,paraphrase,v2,S_train,Uganda is part of Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1036-continent_of,geography,continent_of,Q1036,Uganda,Q15,Africa,country,continent,Wikidata,wd:Q1036:P30,https://www.wikidata.org/wiki/Q1036#P30,C_train,geography-Q1036-continent_of-paraphrase-v3,paraphrase,v3,S_train,"For Uganda, the relevant continent is Africa.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1036-continent_of,geography,continent_of,Q1036,Uganda,Q15,Africa,country,continent,Wikidata,wd:Q1036:P30,https://www.wikidata.org/wiki/Q1036#P30,C_train,geography-Q1036-continent_of-formal-v1,formal,v1,S_test,Country: Uganda. Continent: Africa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1036-continent_of,geography,continent_of,Q1036,Uganda,Q15,Africa,country,continent,Wikidata,wd:Q1036:P30,https://www.wikidata.org/wiki/Q1036#P30,C_train,geography-Q1036-continent_of-formal-v2,formal,v2,S_test,Continent — Africa; country — Uganda.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1036-continent_of,geography,continent_of,Q1036,Uganda,Q15,Africa,country,continent,Wikidata,wd:Q1036:P30,https://www.wikidata.org/wiki/Q1036#P30,C_train,geography-Q1036-continent_of-structured-v1,structured,v1,S_test,"{""continent"": ""Africa"", ""country"": ""Uganda""}",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1045-currency_of,geography,currency_of,Q1045,Somalia,Q4603,Somali shilling,country,currency,Wikidata,wd:Q1045:P38,https://www.wikidata.org/wiki/Q1045#P38,C_train,geography-Q1045-currency_of-declarative-v1,declarative,v1,S_train,Somalia uses the Somali shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1045-currency_of,geography,currency_of,Q1045,Somalia,Q4603,Somali shilling,country,currency,Wikidata,wd:Q1045:P38,https://www.wikidata.org/wiki/Q1045#P38,C_train,geography-Q1045-currency_of-declarative-v2,declarative,v2,S_train,The Somali shilling is used in Somalia.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1045-currency_of,geography,currency_of,Q1045,Somalia,Q4603,Somali shilling,country,currency,Wikidata,wd:Q1045:P38,https://www.wikidata.org/wiki/Q1045#P38,C_train,geography-Q1045-currency_of-declarative-v3,declarative,v3,S_train,Somalia's currency is the Somali shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1045-currency_of,geography,currency_of,Q1045,Somalia,Q4603,Somali shilling,country,currency,Wikidata,wd:Q1045:P38,https://www.wikidata.org/wiki/Q1045#P38,C_train,geography-Q1045-currency_of-question-v1,question,v1,S_train,Which currency does Somalia use? Somali shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1045-currency_of,geography,currency_of,Q1045,Somalia,Q4603,Somali shilling,country,currency,Wikidata,wd:Q1045:P38,https://www.wikidata.org/wiki/Q1045#P38,C_train,geography-Q1045-currency_of-question-v2,question,v2,S_train,What currency is used in Somalia? Somali shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1045-currency_of,geography,currency_of,Q1045,Somalia,Q4603,Somali shilling,country,currency,Wikidata,wd:Q1045:P38,https://www.wikidata.org/wiki/Q1045#P38,C_train,geography-Q1045-currency_of-question-v3,question,v3,S_train,Somalia uses which currency? Somali shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1045-currency_of,geography,currency_of,Q1045,Somalia,Q4603,Somali shilling,country,currency,Wikidata,wd:Q1045:P38,https://www.wikidata.org/wiki/Q1045#P38,C_train,geography-Q1045-currency_of-paraphrase-v1,paraphrase,v1,S_train,"For Somalia, the currency is the Somali shilling.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1045-currency_of,geography,currency_of,Q1045,Somalia,Q4603,Somali shilling,country,currency,Wikidata,wd:Q1045:P38,https://www.wikidata.org/wiki/Q1045#P38,C_train,geography-Q1045-currency_of-paraphrase-v2,paraphrase,v2,S_train,The currency associated with Somalia is the Somali shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1045-currency_of,geography,currency_of,Q1045,Somalia,Q4603,Somali shilling,country,currency,Wikidata,wd:Q1045:P38,https://www.wikidata.org/wiki/Q1045#P38,C_train,geography-Q1045-currency_of-paraphrase-v3,paraphrase,v3,S_train,"In Somalia, payment uses the Somali shilling.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1045-currency_of,geography,currency_of,Q1045,Somalia,Q4603,Somali shilling,country,currency,Wikidata,wd:Q1045:P38,https://www.wikidata.org/wiki/Q1045#P38,C_train,geography-Q1045-currency_of-formal-v1,formal,v1,S_test,Country: Somalia. Currency: Somali shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1045-currency_of,geography,currency_of,Q1045,Somalia,Q4603,Somali shilling,country,currency,Wikidata,wd:Q1045:P38,https://www.wikidata.org/wiki/Q1045#P38,C_train,geography-Q1045-currency_of-formal-v2,formal,v2,S_test,Currency — Somali shilling; country — Somalia.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1045-currency_of,geography,currency_of,Q1045,Somalia,Q4603,Somali shilling,country,currency,Wikidata,wd:Q1045:P38,https://www.wikidata.org/wiki/Q1045#P38,C_train,geography-Q1045-currency_of-structured-v1,structured,v1,S_test,"{""country"": ""Somalia"", ""currency"": ""Somali shilling""}",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q114-currency_of,geography,currency_of,Q114,Kenya,Q202882,Kenyan shilling,country,currency,Wikidata,wd:Q114:P38,https://www.wikidata.org/wiki/Q114#P38,C_train,geography-Q114-currency_of-declarative-v1,declarative,v1,S_train,Kenya uses the Kenyan shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q114-currency_of,geography,currency_of,Q114,Kenya,Q202882,Kenyan shilling,country,currency,Wikidata,wd:Q114:P38,https://www.wikidata.org/wiki/Q114#P38,C_train,geography-Q114-currency_of-declarative-v2,declarative,v2,S_train,The Kenyan shilling is used in Kenya.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q114-currency_of,geography,currency_of,Q114,Kenya,Q202882,Kenyan shilling,country,currency,Wikidata,wd:Q114:P38,https://www.wikidata.org/wiki/Q114#P38,C_train,geography-Q114-currency_of-declarative-v3,declarative,v3,S_train,Kenya's currency is the Kenyan shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q114-currency_of,geography,currency_of,Q114,Kenya,Q202882,Kenyan shilling,country,currency,Wikidata,wd:Q114:P38,https://www.wikidata.org/wiki/Q114#P38,C_train,geography-Q114-currency_of-question-v1,question,v1,S_train,Which currency does Kenya use? Kenyan shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q114-currency_of,geography,currency_of,Q114,Kenya,Q202882,Kenyan shilling,country,currency,Wikidata,wd:Q114:P38,https://www.wikidata.org/wiki/Q114#P38,C_train,geography-Q114-currency_of-question-v2,question,v2,S_train,What currency is used in Kenya? Kenyan shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q114-currency_of,geography,currency_of,Q114,Kenya,Q202882,Kenyan shilling,country,currency,Wikidata,wd:Q114:P38,https://www.wikidata.org/wiki/Q114#P38,C_train,geography-Q114-currency_of-question-v3,question,v3,S_train,Kenya uses which currency? Kenyan shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q114-currency_of,geography,currency_of,Q114,Kenya,Q202882,Kenyan shilling,country,currency,Wikidata,wd:Q114:P38,https://www.wikidata.org/wiki/Q114#P38,C_train,geography-Q114-currency_of-paraphrase-v1,paraphrase,v1,S_train,"For Kenya, the currency is the Kenyan shilling.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q114-currency_of,geography,currency_of,Q114,Kenya,Q202882,Kenyan shilling,country,currency,Wikidata,wd:Q114:P38,https://www.wikidata.org/wiki/Q114#P38,C_train,geography-Q114-currency_of-paraphrase-v2,paraphrase,v2,S_train,The currency associated with Kenya is the Kenyan shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q114-currency_of,geography,currency_of,Q114,Kenya,Q202882,Kenyan shilling,country,currency,Wikidata,wd:Q114:P38,https://www.wikidata.org/wiki/Q114#P38,C_train,geography-Q114-currency_of-paraphrase-v3,paraphrase,v3,S_train,"In Kenya, payment uses the Kenyan shilling.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q114-currency_of,geography,currency_of,Q114,Kenya,Q202882,Kenyan shilling,country,currency,Wikidata,wd:Q114:P38,https://www.wikidata.org/wiki/Q114#P38,C_train,geography-Q114-currency_of-formal-v1,formal,v1,S_test,Country: Kenya. Currency: Kenyan shilling.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q114-currency_of,geography,currency_of,Q114,Kenya,Q202882,Kenyan shilling,country,currency,Wikidata,wd:Q114:P38,https://www.wikidata.org/wiki/Q114#P38,C_train,geography-Q114-currency_of-formal-v2,formal,v2,S_test,Currency — Kenyan shilling; country — Kenya.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q114-currency_of,geography,currency_of,Q114,Kenya,Q202882,Kenyan shilling,country,currency,Wikidata,wd:Q114:P38,https://www.wikidata.org/wiki/Q114#P38,C_train,geography-Q114-currency_of-structured-v1,structured,v1,S_test,"{""country"": ""Kenya"", ""currency"": ""Kenyan shilling""}",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q16-capital_of,geography,capital_of,Q16,Canada,Q1930,Ottawa,country,city,Wikidata,wd:Q16:P36,https://www.wikidata.org/wiki/Q16#P36,C_train,geography-Q16-capital_of-declarative-v1,declarative,v1,S_train,Ottawa is the capital city of Canada.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q16-capital_of,geography,capital_of,Q16,Canada,Q1930,Ottawa,country,city,Wikidata,wd:Q16:P36,https://www.wikidata.org/wiki/Q16#P36,C_train,geography-Q16-capital_of-declarative-v2,declarative,v2,S_train,Canada has Ottawa as its capital.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q16-capital_of,geography,capital_of,Q16,Canada,Q1930,Ottawa,country,city,Wikidata,wd:Q16:P36,https://www.wikidata.org/wiki/Q16#P36,C_train,geography-Q16-capital_of-declarative-v3,declarative,v3,S_train,The capital of Canada is Ottawa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q16-capital_of,geography,capital_of,Q16,Canada,Q1930,Ottawa,country,city,Wikidata,wd:Q16:P36,https://www.wikidata.org/wiki/Q16#P36,C_train,geography-Q16-capital_of-question-v1,question,v1,S_train,Which city is the capital of Canada? Ottawa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q16-capital_of,geography,capital_of,Q16,Canada,Q1930,Ottawa,country,city,Wikidata,wd:Q16:P36,https://www.wikidata.org/wiki/Q16#P36,C_train,geography-Q16-capital_of-question-v2,question,v2,S_train,What is the capital of Canada? Ottawa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q16-capital_of,geography,capital_of,Q16,Canada,Q1930,Ottawa,country,city,Wikidata,wd:Q16:P36,https://www.wikidata.org/wiki/Q16#P36,C_train,geography-Q16-capital_of-question-v3,question,v3,S_train,Canada has which city as its capital? Ottawa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q16-capital_of,geography,capital_of,Q16,Canada,Q1930,Ottawa,country,city,Wikidata,wd:Q16:P36,https://www.wikidata.org/wiki/Q16#P36,C_train,geography-Q16-capital_of-paraphrase-v1,paraphrase,v1,S_train,"In Canada, the capital city is Ottawa.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q16-capital_of,geography,capital_of,Q16,Canada,Q1930,Ottawa,country,city,Wikidata,wd:Q16:P36,https://www.wikidata.org/wiki/Q16#P36,C_train,geography-Q16-capital_of-paraphrase-v2,paraphrase,v2,S_train,Ottawa holds the role of capital for Canada.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q16-capital_of,geography,capital_of,Q16,Canada,Q1930,Ottawa,country,city,Wikidata,wd:Q16:P36,https://www.wikidata.org/wiki/Q16#P36,C_train,geography-Q16-capital_of-paraphrase-v3,paraphrase,v3,S_train,"For Canada, the capital is Ottawa.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q16-capital_of,geography,capital_of,Q16,Canada,Q1930,Ottawa,country,city,Wikidata,wd:Q16:P36,https://www.wikidata.org/wiki/Q16#P36,C_train,geography-Q16-capital_of-formal-v1,formal,v1,S_test,Country: Canada. Capital city: Ottawa.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
