fact_id,C_domain,C_relation,C_subject_id,C_subject_label,C_value_id,C_value_label,C_subject_type,C_value_type,source_name,source_record_id,source_provenance,C_split,example_id,S_family,S_variant,S_split,text,generator,template_version,generation_seed
geography-Q1014-currency_of,geography,currency_of,Q1014,Liberia,Q242988,Liberian dollar,country,currency,Wikidata,wd:Q1014:P38,https://www.wikidata.org/wiki/Q1014#P38,C_train,geography-Q1014-currency_of-paraphrase-v3,paraphrase,v3,S_train,"In Liberia, payment uses the Liberian dollar.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-currency_of,geography,currency_of,Q1014,Liberia,Q242988,Liberian dollar,country,currency,Wikidata,wd:Q1014:P38,https://www.wikidata.org/wiki/Q1014#P38,C_train,geography-Q1014-currency_of-formal-v1,formal,v1,S_test,Country: Liberia. Currency: Liberian dollar.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-currency_of,geography,currency_of,Q1014,Liberia,Q242988,Liberian dollar,country,currency,Wikidata,wd:Q1014:P38,https://www.wikidata.org/wiki/Q1014#P38,C_train,geography-Q1014-currency_of-formal-v2,formal,v2,S_test,Currency — Liberian dollar; country — Liberia.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1014-currency_of,geography,currency_of,Q1014,Liberia,Q242988,Liberian dollar,country,currency,Wikidata,wd:Q1014:P38,https://www.wikidata.org/wiki/Q1014#P38,C_train,geography-Q1014-currency_of-structured-v1,structured,v1,S_test,"{""country"": ""Liberia"", ""currency"": ""Liberian dollar""}",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1016-currency_of,geography,currency_of,Q1016,Libya,Q190699,Libyan dinar,country,currency,Wikidata,wd:Q1016:P38,https://www.wikidata.org/wiki/Q1016#P38,C_train,geography-Q1016-currency_of-declarative-v1,declarative,v1,S_train,Libya uses the Libyan dinar.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1016-currency_of,geography,currency_of,Q1016,Libya,Q190699,Libyan dinar,country,currency,Wikidata,wd:Q1016:P38,https://www.wikidata.org/wiki/Q1016#P38,C_train,geography-Q1016-currency_of-declarative-v2,declarative,v2,S_train,The Libyan dinar is used in Libya.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1016-currency_of,geography,currency_of,Q1016,Libya,Q190699,Libyan dinar,country,currency,Wikidata,wd:Q1016:P38,https://www.wikidata.org/wiki/Q1016#P38,C_train,geography-Q1016-currency_of-declarative-v3,declarative,v3,S_train,Libya's currency is the Libyan dinar.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1016-currency_of,geography,currency_of,Q1016,Libya,Q190699,Libyan dinar,country,currency,Wikidata,wd:Q1016:P38,https://www.wikidata.org/wiki/Q1016#P38,C_train,geography-Q1016-currency_of-question-v1,question,v1,S_train,Which currency does Libya use? Libyan dinar.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1016-currency_of,geography,currency_of,Q1016,Libya,Q190699,Libyan dinar,country,currency,Wikidata,wd:Q1016:P38,https://www.wikidata.org/wiki/Q1016#P38,C_train,geography-Q1016-currency_of-question-v2,question,v2,S_train,What currency is used in Libya? Libyan dinar.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1016-currency_of,geography,currency_of,Q1016,Libya,Q190699,Libyan dinar,country,currency,Wikidata,wd:Q1016:P38,https://www.wikidata.org/wiki/Q1016#P38,C_train,geography-Q1016-currency_of-question-v3,question,v3,S_train,Libya uses which currency? Libyan dinar.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1016-currency_of,geography,currency_of,Q1016,Libya,Q190699,Libyan dinar,country,currency,Wikidata,wd:Q1016:P38,https://www.wikidata.org/wiki/Q1016#P38,C_train,geography-Q1016-currency_of-paraphrase-v1,paraphrase,v1,S_train,"For Libya, the currency is the Libyan dinar.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1016-currency_of,geography,currency_of,Q1016,Libya,Q190699,Libyan dinar,country,currency,Wikidata,wd:Q1016:P38,https://www.wikidata.org/wiki/Q1016#P38,C_train,geography-Q1016-currency_of-paraphrase-v2,paraphrase,v2,S_train,The currency associated with Libya is the Libyan dinar.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1016-currency_of,geography,currency_of,Q1016,Libya,Q190699,Libyan dinar,country,currency,Wikidata,wd:Q1016:P38,https://www.wikidata.org/wiki/Q1016#P38,C_train,geography-Q1016-currency_of-paraphrase-v3,paraphrase,v3,S_train,"In Libya, payment uses the Libyan dinar.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1016-currency_of,geography,currency_of,Q1016,Libya,Q190699,Libyan dinar,country,currency,Wikidata,wd:Q1016:P38,https://www.wikidata.org/wiki/Q1016#P38,C_train,geography-Q1016-currency_of-formal-v1,formal,v1,S_test,Country: Libya. Currency: Libyan dinar.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1016-currency_of,geography,currency_of,Q1016,Libya,Q190699,Libyan dinar,country,currency,Wikidata,wd:Q1016:P38,https://www.wikidata.org/wiki/Q1016#P38,C_train,geography-Q1016-currency_of-formal-v2,formal,v2,S_test,Currency — Libyan dinar; country — Libya.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1016-currency_of,geography,currency_of,Q1016,Libya,Q190699,Libyan dinar,country,currency,Wikidata,wd:Q1016:P38,https://www.wikidata.org/wiki/Q1016#P38,C_train,geography-Q1016-currency_of-structured-v1,structured,v1,S_test,"{""country"": ""Libya"", ""currency"": ""Libyan dinar""}",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1020-currency_of,geography,currency_of,Q1020,Malawi,Q211694,Malawian kwacha,country,currency,Wikidata,wd:Q1020:P38,https://www.wikidata.org/wiki/Q1020#P38,C_train,geography-Q1020-currency_of-declarative-v1,declarative,v1,S_train,Malawi uses the Malawian kwacha.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1020-currency_of,geography,currency_of,Q1020,Malawi,Q211694,Malawian kwacha,country,currency,Wikidata,wd:Q1020:P38,https://www.wikidata.org/wiki/Q1020#P38,C_train,geography-Q1020-currency_of-declarative-v2,declarative,v2,S_train,The Malawian kwacha is used in Malawi.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1020-currency_of,geography,currency_of,Q1020,Malawi,Q211694,Malawian kwacha,country,currency,Wikidata,wd:Q1020:P38,https://www.wikidata.org/wiki/Q1020#P38,C_train,geography-Q1020-currency_of-declarative-v3,declarative,v3,S_train,Malawi's currency is the Malawian kwacha.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1020-currency_of,geography,currency_of,Q1020,Malawi,Q211694,Malawian kwacha,country,currency,Wikidata,wd:Q1020:P38,https://www.wikidata.org/wiki/Q1020#P38,C_train,geography-Q1020-currency_of-question-v1,question,v1,S_train,Which currency does Malawi use? Malawian kwacha.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1020-currency_of,geography,currency_of,Q1020,Malawi,Q211694,Malawian kwacha,country,currency,Wikidata,wd:Q1020:P38,https://www.wikidata.org/wiki/Q1020#P38,C_train,geography-Q1020-currency_of-question-v2,question,v2,S_train,What currency is used in Malawi? Malawian kwacha.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1020-currency_of,geography,currency_of,Q1020,Malawi,Q211694,Malawian kwacha,country,currency,Wikidata,wd:Q1020:P38,https://www.wikidata.org/wiki/Q1020#P38,C_train,geography-Q1020-currency_of-question-v3,question,v3,S_train,Malawi uses which currency? Malawian kwacha.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1020-currency_of,geography,currency_of,Q1020,Malawi,Q211694,Malawian kwacha,country,currency,Wikidata,wd:Q1020:P38,https://www.wikidata.org/wiki/Q1020#P38,C_train,geography-Q1020-currency_of-paraphrase-v1,paraphrase,v1,S_train,"For Malawi, the currency is the Malawian kwacha.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1020-currency_of,geography,currency_of,Q1020,Malawi,Q211694,Malawian kwacha,country,currency,Wikidata,wd:Q1020:P38,https://www.wikidata.org/wiki/Q1020#P38,C_train,geography-Q1020-currency_of-paraphrase-v2,paraphrase,v2,S_train,The currency associated with Malawi is the Malawian kwacha.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1020-currency_of,geography,currency_of,Q1020,Malawi,Q211694,Malawian kwacha,country,currency,Wikidata,wd:Q1020:P38,https://www.wikidata.org/wiki/Q1020#P38,C_train,geography-Q1020-currency_of-paraphrase-v3,paraphrase,v3,S_train,"In Malawi, payment uses the Malawian kwacha.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1020-currency_of,geography,currency_of,Q1020,Malawi,Q211694,Malawian kwacha,country,currency,Wikidata,wd:Q1020:P38,https://www.wikidata.org/wiki/Q1020#P38,C_train,geography-Q1020-currency_of-formal-v1,formal,v1,S_test,Country: Malawi. Currency: Malawian kwacha.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1020-currency_of,geography,currency_of,Q1020,Malawi,Q211694,Malawian kwacha,country,currency,Wikidata,wd:Q1020:P38,https://www.wikidata.org/wiki/Q1020#P38,C_train,geography-Q1020-currency_of-formal-v2,formal,v2,S_test,Currency — Malawian kwacha; country — Malawi.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1020-currency_of,geography,currency_of,Q1020,Malawi,Q211694,Malawian kwacha,country,currency,Wikidata,wd:Q1020:P38,https://www.wikidata.org/wiki/Q1020#P38,C_train,geography-Q1020-currency_of-structured-v1,structured,v1,S_test,"{""country"": ""Malawi"", ""currency"": ""Malawian kwacha""}",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1025-capital_of,geography,capital_of,Q1025,Mauritania,Q3688,Nouakchott,country,city,Wikidata,wd:Q1025:P36,https://www.wikidata.org/wiki/Q1025#P36,C_train,geography-Q1025-capital_of-declarative-v1,declarative,v1,S_train,Nouakchott is the capital city of Mauritania.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1025-capital_of,geography,capital_of,Q1025,Mauritania,Q3688,Nouakchott,country,city,Wikidata,wd:Q1025:P36,https://www.wikidata.org/wiki/Q1025#P36,C_train,geography-Q1025-capital_of-declarative-v2,declarative,v2,S_train,Mauritania has Nouakchott as its capital.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1025-capital_of,geography,capital_of,Q1025,Mauritania,Q3688,Nouakchott,country,city,Wikidata,wd:Q1025:P36,https://www.wikidata.org/wiki/Q1025#P36,C_train,geography-Q1025-capital_of-declarative-v3,declarative,v3,S_train,The capital of Mauritania is Nouakchott.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1025-capital_of,geography,capital_of,Q1025,Mauritania,Q3688,Nouakchott,country,city,Wikidata,wd:Q1025:P36,https://www.wikidata.org/wiki/Q1025#P36,C_train,geography-Q1025-capital_of-question-v1,question,v1,S_train,Which city is the capital of Mauritania? Nouakchott.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1025-capital_of,geography,capital_of,Q1025,Mauritania,Q3688,Nouakchott,country,city,Wikidata,wd:Q1025:P36,https://www.wikidata.org/wiki/Q1025#P36,C_train,geography-Q1025-capital_of-question-v2,question,v2,S_train,What is the capital of Mauritania? Nouakchott.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1025-capital_of,geography,capital_of,Q1025,Mauritania,Q3688,Nouakchott,country,city,Wikidata,wd:Q1025:P36,https://www.wikidata.org/wiki/Q1025#P36,C_train,geography-Q1025-capital_of-question-v3,question,v3,S_train,Mauritania has which city as its capital? Nouakchott.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1025-capital_of,geography,capital_of,Q1025,Mauritania,Q3688,Nouakchott,country,city,Wikidata,wd:Q1025:P36,https://www.wikidata.org/wiki/Q1025#P36,C_train,geography-Q1025-capital_of-paraphrase-v1,paraphrase,v1,S_train,"In Mauritania, the capital city is Nouakchott.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1025-capital_of,geography,capital_of,Q1025,Mauritania,Q3688,Nouakchott,country,city,Wikidata,wd:Q1025:P36,https://www.wikidata.org/wiki/Q1025#P36,C_train,geography-Q1025-capital_of-paraphrase-v2,paraphrase,v2,S_train,Nouakchott holds the role of capital for Mauritania.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1025-capital_of,geography,capital_of,Q1025,Mauritania,Q3688,Nouakchott,country,city,Wikidata,wd:Q1025:P36,https://www.wikidata.org/wiki/Q1025#P36,C_train,geography-Q1025-capital_of-paraphrase-v3,paraphrase,v3,S_train,"For Mauritania, the capital is Nouakchott.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1025-capital_of,geography,capital_of,Q1025,Mauritania,Q3688,Nouakchott,country,city,Wikidata,wd:Q1025:P36,https://www.wikidata.org/wiki/Q1025#P36,C_train,geography-Q1025-capital_of-formal-v1,formal,v1,S_test,Country: Mauritania. Capital city: Nouakchott.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1025-capital_of,geography,capital_of,Q1025,Mauritania,Q3688,Nouakchott,country,city,Wikidata,wd:Q1025:P36,https://www.wikidata.org/wiki/Q1025#P36,C_train,geography-Q1025-capital_of-formal-v2,formal,v2,S_test,Capital city — Nouakchott; country — Mauritania.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1025-capital_of,geography,capital_of,Q1025,Mauritania,Q3688,Nouakchott,country,city,Wikidata,wd:Q1025:P36,https://www.wikidata.org/wiki/Q1025#P36,C_train,geography-Q1025-capital_of-structured-v1,structured,v1,S_test,"{""capital_city"": ""Nouakchott"", ""country"": ""Mauritania""}",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1029-currency_of,geography,currency_of,Q1029,Mozambique,Q200753,Mozambican metical,country,currency,Wikidata,wd:Q1029:P38,https://www.wikidata.org/wiki/Q1029#P38,C_train,geography-Q1029-currency_of-declarative-v1,declarative,v1,S_train,Mozambique uses the Mozambican metical.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1029-currency_of,geography,currency_of,Q1029,Mozambique,Q200753,Mozambican metical,country,currency,Wikidata,wd:Q1029:P38,https://www.wikidata.org/wiki/Q1029#P38,C_train,geography-Q1029-currency_of-declarative-v2,declarative,v2,S_train,The Mozambican metical is used in Mozambique.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1029-currency_of,geography,currency_of,Q1029,Mozambique,Q200753,Mozambican metical,country,currency,Wikidata,wd:Q1029:P38,https://www.wikidata.org/wiki/Q1029#P38,C_train,geography-Q1029-currency_of-declarative-v3,declarative,v3,S_train,Mozambique's currency is the Mozambican metical.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1029-currency_of,geography,currency_of,Q1029,Mozambique,Q200753,Mozambican metical,country,currency,Wikidata,wd:Q1029:P38,https://www.wikidata.org/wiki/Q1029#P38,C_train,geography-Q1029-currency_of-question-v1,question,v1,S_train,Which currency does Mozambique use? Mozambican metical.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1029-currency_of,geography,currency_of,Q1029,Mozambique,Q200753,Mozambican metical,country,currency,Wikidata,wd:Q1029:P38,https://www.wikidata.org/wiki/Q1029#P38,C_train,geography-Q1029-currency_of-question-v2,question,v2,S_train,What currency is used in Mozambique? Mozambican metical.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1029-currency_of,geography,currency_of,Q1029,Mozambique,Q200753,Mozambican metical,country,currency,Wikidata,wd:Q1029:P38,https://www.wikidata.org/wiki/Q1029#P38,C_train,geography-Q1029-currency_of-question-v3,question,v3,S_train,Mozambique uses which currency? Mozambican metical.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1029-currency_of,geography,currency_of,Q1029,Mozambique,Q200753,Mozambican metical,country,currency,Wikidata,wd:Q1029:P38,https://www.wikidata.org/wiki/Q1029#P38,C_train,geography-Q1029-currency_of-paraphrase-v1,paraphrase,v1,S_train,"For Mozambique, the currency is the Mozambican metical.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1029-currency_of,geography,currency_of,Q1029,Mozambique,Q200753,Mozambican metical,country,currency,Wikidata,wd:Q1029:P38,https://www.wikidata.org/wiki/Q1029#P38,C_train,geography-Q1029-currency_of-paraphrase-v2,paraphrase,v2,S_train,The currency associated with Mozambique is the Mozambican metical.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1029-currency_of,geography,currency_of,Q1029,Mozambique,Q200753,Mozambican metical,country,currency,Wikidata,wd:Q1029:P38,https://www.wikidata.org/wiki/Q1029#P38,C_train,geography-Q1029-currency_of-paraphrase-v3,paraphrase,v3,S_train,"In Mozambique, payment uses the Mozambican metical.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1029-currency_of,geography,currency_of,Q1029,Mozambique,Q200753,Mozambican metical,country,currency,Wikidata,wd:Q1029:P38,https://www.wikidata.org/wiki/Q1029#P38,C_train,geography-Q1029-currency_of-formal-v1,formal,v1,S_test,Country: Mozambique. Currency: Mozambican metical.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1029-currency_of,geography,currency_of,Q1029,Mozambique,Q200753,Mozambican metical,country,currency,Wikidata,wd:Q1029:P38,https://www.wikidata.org/wiki/Q1029#P38,C_train,geography-Q1029-currency_of-formal-v2,formal,v2,S_test,Currency — Mozambican metical; country — Mozambique.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1029-currency_of,geography,currency_of,Q1029,Mozambique,Q200753,Mozambican metical,country,currency,Wikidata,wd:Q1029:P38,https://www.wikidata.org/wiki/Q1029#P38,C_train,geography-Q1029-currency_of-structured-v1,structured,v1,S_test,"{""country"": ""Mozambique"", ""currency"": ""Mozambican metical""}",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1033-currency_of,geography,currency_of,Q1033,Nigeria,Q203567,naira,country,currency,Wikidata,wd:Q1033:P38,https://www.wikidata.org/wiki/Q1033#P38,C_train,geography-Q1033-currency_of-declarative-v1,declarative,v1,S_train,Nigeria uses the naira.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1033-currency_of,geography,currency_of,Q1033,Nigeria,Q203567,naira,country,currency,Wikidata,wd:Q1033:P38,https://www.wikidata.org/wiki/Q1033#P38,C_train,geography-Q1033-currency_of-declarative-v2,declarative,v2,S_train,The naira is used in Nigeria.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1033-currency_of,geography,currency_of,Q1033,Nigeria,Q203567,naira,country,currency,Wikidata,wd:Q1033:P38,https://www.wikidata.org/wiki/Q1033#P38,C_train,geography-Q1033-currency_of-declarative-v3,declarative,v3,S_train,Nigeria's currency is the naira.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1033-currency_of,geography,currency_of,Q1033,Nigeria,Q203567,naira,country,currency,Wikidata,wd:Q1033:P38,https://www.wikidata.org/wiki/Q1033#P38,C_train,geography-Q1033-currency_of-question-v1,question,v1,S_train,Which currency does Nigeria use? naira.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1033-currency_of,geography,currency_of,Q1033,Nigeria,Q203567,naira,country,currency,Wikidata,wd:Q1033:P38,https://www.wikidata.org/wiki/Q1033#P38,C_train,geography-Q1033-currency_of-question-v2,question,v2,S_train,What currency is used in Nigeria? naira.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1033-currency_of,geography,currency_of,Q1033,Nigeria,Q203567,naira,country,currency,Wikidata,wd:Q1033:P38,https://www.wikidata.org/wiki/Q1033#P38,C_train,geography-Q1033-currency_of-question-v3,question,v3,S_train,Nigeria uses which currency? naira.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1033-currency_of,geography,currency_of,Q1033,Nigeria,Q203567,naira,country,currency,Wikidata,wd:Q1033:P38,https://www.wikidata.org/wiki/Q1033#P38,C_train,geography-Q1033-currency_of-paraphrase-v1,paraphrase,v1,S_train,"For Nigeria, the currency is the naira.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1033-currency_of,geography,currency_of,Q1033,Nigeria,Q203567,naira,country,currency,Wikidata,wd:Q1033:P38,https://www.wikidata.org/wiki/Q1033#P38,C_train,geography-Q1033-currency_of-paraphrase-v2,paraphrase,v2,S_train,The currency associated with Nigeria is the naira.,code/generate_controlled_surface_dataset.py,surface-v2,20260825
geography-Q1033-currency_of,geography,currency_of,Q1033,Nigeria,Q203567,naira,country,currency,Wikidata,wd:Q1033:P38,https://www.wikidata.org/wiki/Q1033#P38,C_train,geography-Q1033-currency_of-paraphrase-v3,paraphrase,v3,S_train,"In Nigeria, payment uses the naira.",code/generate_controlled_surface_dataset.py,surface-v2,20260825
